STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
LA MERCED INC,6834,3685,10001,A,4335 W 26TH ST,60623,SOUTH LAWNDALE,30,22,17031301801,1.70313E+14,1147980.981,1886328.481,41.8440328,-87.73243286,"(41.8440327965, -87.7324328647)"
J & A ORIENTAL FOOD MART,30859,8995,10001,A,5755 W FULLERTON AVE,60639,BELMONT CRAGIN,19,37,17031191302,1.70312E+14,1137381.667,1915324.774,41.92379935,-87.77063324,"(41.9237993545, -87.7706332364)"
WEST HAVEN MARKET & GRILL,17558,7111,3200,B,2132 W WASHINGTON BLVD,60612,NEAR WEST SIDE,28,2,17031837800,1.70318E+14,1162032.117,1900702.263,41.88319447,-87.68046649,"(41.8831944724, -87.6804664902)"
SAHAR INTERNATIONAL SUPERMARKET,2079006,263556,7900,B,4851 N KEDZIE AVE,60625,ALBANY PARK,14,33,17031140100,1.70311E+14,1154202.458,1932262.279,41.96995754,-87.70837288,"(41.9699575396, -87.7083728782)"
"PARK PACKING OF CHICAGO, INC.",2008956,340517,3500,B,1544 W 41ST ST,60609,NEW CITY,61,11,17031842600,1.70318E+14,1166633.854,1877402.126,41.81915944,-87.66423536,"(41.8191594443, -87.6642353554)"
CERMAK PRODUCE #5 LTD,1649774,298958,10000,A,3435 S ARCHER AVE,60608,MCKINLEY PARK,59,11,17031840300,1.70318E+14,1163434.491,1881819.837,41.8313499,-87.67584785,"(41.8313499001, -87.6758478479)"
NATIONAL FRUIT STOP,23627,9531,3000,B,3523 W LAWRENCE AVE,60625,ALBANY PARK,14,33,17031140701,1.70311E+14,1151894.187,1931625.343,41.96825564,-87.71687738,"(41.9682556374, -87.7168773813)"
DOMINICK'S #160/1698,41689,5033,72000,A,1763 W HOWARD ST,60626,ROGERS PARK,1,49,17031010202,1.7031E+14,1163123.858,1950306.646,42.01928855,-87.67505851,"(42.0192885501, -87.6750585094)"
"CARNICERIA LA MEJOR PRODUCE, INC.",1800292,313836,4500,B,2915 N MILWAUKEE AVE,60618,AVONDALE,21,35,17031210602,1.70312E+14,1152283.917,1919259.219,41.9343144,-87.715772,"(41.9343143994, -87.7157719991)"
WHOLE FOODS MARKET,76395,86298,30591,A,30 W HURON ST,60610,NEAR NORTH SIDE,8,42,17031081600,1.70311E+14,1175903.129,1905102.71,41.89496867,-87.62939918,"(41.8949686732, -87.6293991787)"
BARI,1245246,246600,2500,B,1120 W GRAND AVE,60622,WEST TOWN,24,27,17031243500,1.70312E+14,1168791.299,1903675.742,41.89121012,-87.65556024,"(41.8912101212, -87.6555602414)"
JEWEL FOOD STORE #3454,1325,259,25490,A,4250 N LINCOLN AVE,60618,NORTH CENTER,5,47,17031050200,1.70311E+14,1161297.751,1928358.515,41.95910043,-87.68239224,"(41.959100433, -87.6823922417)"
JOLANTA'S INTERNATIONAL DELI,26376,10856,10001,A,5914 W HIGGINS AVE,60630,JEFFERSON PARK,11,45,17031110400,1.70311E+14,1135703.958,1933167.432,41.9727915,-87.77637186,"(41.9727914969, -87.7763718583)"
EL MILAGRO,43513,2718,5500,B,3048 W 26TH ST,60623,SOUTH LAWNDALE,30,12,17031300900,1.70313E+14,1156243.443,1886626.271,41.84468733,-87.70210294,"(41.8446873274, -87.702102936)"
HARVESTIME FOODS,43697,16317,8750,B,2632 W LAWRENCE AVE,60625,LINCOLN SQUARE,4,40,17031040201,1.7031E+14,1157798.346,1931819.659,41.96867023,-87.69516275,"(41.9686702259, -87.6951627475)"
CHICAGO GROCERS,1332221,258200,2500,B,2122 W DEVON AVE,60659,WEST RIDGE,2,50,17031020500,1.7031E+14,1160870.391,1942511.562,41.99794589,-87.68356871,"(41.9979458853, -87.683568705)"
NOOR MEAT,61680,19506,3000,B,2505 W DEVON AVE,60659,WEST RIDGE,2,50,17031020802,1.7031E+14,1158430.461,1942357.58,41.99757381,-87.6925486,"(41.9975738059, -87.6925485988)"
TRATTORIA ISABELLA,1842843,320408,3365,B,217 N JEFFERSON ST,60661,NEAR WEST SIDE,28,42,17031280100,1.70313E+14,1172322.541,1901912.232,41.88629367,-87.64264392,"(41.8862936679, -87.6426439206)"
Save-A-Lot #886,2079232,216203,13000,A,148 W 79TH ST,60620,GREATER GRAND CROSSING,69,17,17031691200,1.70317E+14,1176452.442,1852636.222,41.75098379,-87.62896145,"(41.7509837901, -87.6289614545)"
L'APPETITO,42672,16220,2900,B,875 N MICHIGAN AVE,60611,NEAR NORTH SIDE,8,42,17031081300,1.70311E+14,1177367.936,1906565.138,41.89894854,-87.62397499,"(41.8989485417, -87.6239749877)"
"TONY'S FINER FOODS ENTERPRISES, INC.",1717867,305203,21000,A,3607 W FULLERTON AVE,60647,LOGAN SQUARE,22,35,17031220902,1.70312E+14,1151897.109,1915676.258,41.92449009,-87.71728813,"(41.924490094, -87.717288131)"
JEWEL FOOD STORE #3139,1356,259,22295,A,3940 E 106TH ST,60617,EAST SIDE,52,10,17031520400,1.70315E+14,1204247.134,1835323.184,41.7028061,-87.52770401,"(41.7028060951, -87.5277040116)"
SAVE-A-LOT  #859,1272455,216203,12000,A,420 S PULASKI RD,60624,WEST GARFIELD PARK,26,24,17031260700,1.70313E+14,1149764.943,1897457.346,41.87453731,-87.7255969,"(41.8745373122, -87.7255969017)"
MICELI'S DELI & FOOD MART,44924,16493,4000,B,2448 S OAKLEY AVE,60608,LOWER WEST SIDE,31,25,17031841300,1.70318E+14,1161387.699,1887514.882,41.84702046,-87.68319955,"(41.847020464, -87.6831995522)"
DOMINICK'S # 130/1130,41657,5033,10001,A,2101 E 71ST ST,60649,SOUTH SHORE,43,5,17031430600,1.70314E+14,1191459.659,1858232.45,41.76599,-87.57378734,"(41.7659900011, -87.5737873367)"
MA'S & PA'S GROCERY SNACK SHOP,7302,3806,4500,B,804 S CALIFORNIA AVE,60612,EAST GARFIELD PARK,27,2,17031271800,1.70313E+14,1157790.043,1896181.895,41.87087764,-87.69616688,"(41.8708776439, -87.6961668842)"
JEWEL FOOD STORE #3181,1368,259,30745,A,87 W 87TH ST,60620,CHATHAM,44,21,17031842400,1.70318E+14,1177054.474,1847233.724,41.73614513,-87.62691784,"(41.7361451282, -87.626917844)"
4700 PETE'S FRESH MARKET,1243125,245519,45000,A,4700 S KEDZIE AVE,60632,BRIGHTON PARK,58,14,17031842800,1.70318E+14,1155791.949,1873270.778,41.80804727,-87.70411882,"(41.8080472717, -87.7041188223)"
LA GUERRERENSE,67114,43885,3000,B,4149 W ARMITAGE AVE,60639,HERMOSA,20,30,17031831200,1.70318E+14,1148187.714,1912920.373,41.917,-87.73098926,"(41.9170000028, -87.7309892645)"
LOUIS' GROCERIES,2153429,372246,,A,7604 S COTTAGE GROVE AVE,60619,GREATER GRAND CROSSING,69,6,17031691400,1.70317E+14,1182841.944,1854717.938,41.75655031,-87.60548285,"(41.75655031, -87.60548285)"
"SZYMANSKI BROS, INC",18082,86677,3000,B,6016 W IRVING RD,60634,PORTAGE PARK,15,38,17031150502,1.70312E+14,1135438.855,1926007.887,41.95314974,-87.77751749,"(41.9531497374, -87.7775174877)"
SUPERMERCADO GUADALAJARA #2,3991,23651,6000,B,2300 S KEDZIE AVE,60623,SOUTH LAWNDALE,30,24,17031300800,1.70313E+14,1155346.701,1888503.803,41.84985753,-87.70534348,"(41.8498575327, -87.7053434771)"
JEWEL FOOD STORE #3455,1380,259,23660,A,4355 N SHERIDAN RD,60613,UPTOWN,3,46,17031032100,1.7031E+14,1168852.207,1929254.341,41.96139778,-87.65459297,"(41.9613977799, -87.6545929748)"
CARNICERIA DEL RIO,1801493,314238,3000,B,2714 W CERMAK RD,60608,SOUTH LAWNDALE,30,28,17031840700,1.70318E+14,1158513.93,1889320.59,41.85203474,-87.69369691,"(41.8520347381, -87.6936969081)"
FIESTA SUPERMARCADO,1196305,221943,14500,A,3307 W 63RD ST,60629,CHICAGO LAWN,66,15,17031660500,1.70317E+14,1155383.105,1862616.485,41.77881858,-87.70590358,"(41.7788185771, -87.7059035755)"
ALDI INC #83,13990,5273,16300,A,8333 S CICERO AVE,60652,ASHBURN,70,18,17031700302,1.70317E+14,1145926.588,1848735.591,41.74091107,-87.74092286,"(41.7409110654, -87.7409228594)"
WALLY'S INTERNATIONAL MARKET,32288,14504,10001,A,3256 N MILWAUKEE AVE,60618,AVONDALE,21,31,17031831100,1.70318E+14,1149524.32,1921376.251,41.94017781,-87.72585843,"(41.9401778125, -87.7258584348)"
ZIAD CERTIFIED FOODS,9046,4213,2500,B,513 E 47TH ST,60653,GRAND BOULEVARD,38,3,17031381200,1.70314E+14,1180538.329,1873929.875,41.80932287,-87.61333552,"(41.8093228701, -87.6133355212)"
SUPERMERCADO EL CUBANO INC,57265,6678,2750,B,4939 S ASHLAND AVE,60609,NEW CITY,61,20,17031611200,1.70316E+14,1166552.07,1871797.81,41.80378232,-87.66469533,"(41.803782323, -87.6646953279)"
FAIRPLAY FINER FOODS INC,10949,86481,10001,A,4640 S HALSTED ST,60609,NEW CITY,61,11,17031842600,1.70318E+14,1171712.005,1873969.432,41.80962977,-87.64570757,"(41.809629768, -87.6457075651)"
RITE PRICE FOOD,1198136,222688,3600,B,5606 W DIVISION ST,60651,AUSTIN,25,29,17031250600,1.70313E+14,1138707.848,1907480.831,41.90225069,-87.76595092,"(41.9022506897, -87.7659509238)"
KAMDAR PLAZA INC,4429,3241,5500,B,2646 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,1.7031E+14,1157317.615,1942403.248,41.9977219,-87.6966411,"(41.9977219015, -87.6966411029)"
J & J EUROPEAN DELI,21936,63361,3000,B,5960 W LAWRENCE AVE,60630,PORTAGE PARK,15,45,17031150401,1.70312E+14,1135539.547,1931334.539,41.9677648,-87.7770202,"(41.9677648001, -87.7770202043)"
WORLD FRESH MARKET,1492163,21515,5500,B,2434 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,1.7031E+14,1158782.273,1942449.179,41.99781793,-87.69125189,"(41.997817926, -87.6912518856)"
CITY GROCERY,1979483,344633,5000,B,405 N WABASH AVE,60611,NEAR NORTH SIDE,8,42,17031081500,1.70311E+14,1176706.459,1903103.76,41.88946533,-87.62650927,"(41.8894653288, -87.6265092736)"
DANNY'S FRESH MARKET,1888080,326926,14405,A,2140 N WESTERN AVE,60647,LOGAN SQUARE,22,1,17031221500,1.70312E+14,1159966.294,1914498.839,41.92109627,-87.68767101,"(41.921096268, -87.6876710129)"
PETE'S MARKET,36823,15303,10001,A,5724 S KEDZIE AVE,60629,GAGE PARK,63,14,17031630900,1.70316E+14,1155989.471,1866372.165,41.78911255,-87.70357973,"(41.789112548, -87.7035797266)"
"TONY'S FINER FOODS ENTERPRISES, INC.",1717568,305203,35000,A,2500 N CENTRAL AVE,60639,BELMONT CRAGIN,19,30,17031190602,1.70312E+14,1138581.761,1916095.596,41.92589288,-87.76620483,"(41.9258928802, -87.7662048258)"
HAPPY FOODS,1618656,294177,11500,A,6415 N CENTRAL AVE,60646,FOREST GLEN,12,45,17031120200,1.70311E+14,1139158.157,1942325.637,41.99786001,-87.7634458,"(41.9978600139, -87.7634457986)"
DOMINICK'S FINER FOODS - STORE # 2775,1820382,5033,54963,A,2021 W CHICAGO AVE,60622,WEST TOWN,24,1,17031243000,1.70312E+14,1162687.544,1905295.59,41.89578523,-87.67793089,"(41.8957852296, -87.6779308926)"
ALDI'S #47,1619769,5273,16370,A,1508 W 47TH ST,60609,NEW CITY,61,3,17031842600,1.70318E+14,1167024.297,1873608.653,41.80874139,-87.66291163,"(41.8087413884, -87.6629116285)"
AWAMI BAZAAR & ZABIHA MEAT,68226,20954,2500,B,2340 W DEVON AVE,60659,WEST RIDGE,2,50,17031020500,1.7031E+14,1159376.822,1942466.678,41.99785369,-87.68906427,"(41.9978536894, -87.6890642657)"
MAKOLA AFRICAN SUPERMARKET #2,2008279,279945,3500,B,4501 N SHERIDAN RD,60640,UPTOWN,3,46,17031031502,1.7031E+14,1168837.759,1930075.097,41.96365028,-87.65462219,"(41.9636502775, -87.6546221904)"
ALDI #30,1547427,5273,15154,A,3030 S KEDZIE AVE,60623,SOUTH LAWNDALE,30,12,17031840800,1.70318E+14,1155473.098,1884225.253,41.83811415,-87.70499446,"(41.8381141517, -87.7049944648)"
CENTRAL PARK FOODS INC,13813,6373,8000,B,3604 W GRAND AVE,60651,HUMBOLDT PARK,23,26,17031231200,1.70312E+14,1152082.863,1907654.382,41.90247367,-87.71681747,"(41.9024736738, -87.7168174653)"
NEW LA ESTRELLA FOODS INC.,2003267,348383,5800,B,3003 W 63RD ST,60629,CHICAGO LAWN,66,15,17031660600,1.70317E+14,1157424.768,1862672.642,41.77893156,-87.69841709,"(41.7789315569, -87.6984170935)"
"KRAKUS DELI,  INC",1222467,229704,3500,B,5155 W ADDISON ST,60641,PORTAGE PARK,15,38,17031151001,1.70312E+14,1141134.009,1923401.79,41.9458951,-87.75664585,"(41.9458951009, -87.7566458523)"
MLB FOOD,1884977,326392,2500,B,613 E 67TH ST,60637,WOODLAWN,42,20,17031421200,1.70314E+14,1181543.403,1860685.481,41.7729559,-87.61005781,"(41.7729559039, -87.6100578109)"
ALDI'S FOODS BELMONT,1975886,5273,18600,A,3320 W BELMONT AVE,60618,AVONDALE,21,35,17031831100,1.70318E+14,1153595.928,1921123.899,41.93940519,-87.71090059,"(41.9394051879, -87.7109005918)"
BERBATE FRUIT MARKET,1646036,296646,2500,B,3956 N NARRAGANSETT AVE,60634,DUNNING,17,38,17031170300,1.70312E+14,1132942.485,1925839.44,41.95273156,-87.78669844,"(41.9527315616, -87.7866984426)"
Hegewisch Fruit Market Inc.,2020869,350864,7800,B,13209 S BALTIMORE AVE,60633,HEGEWISCH,55,10,17031550100,1.70316E+14,1199136.36,1817923.262,41.65518859,-87.54699942,"(41.6551885903, -87.5469994185)"
FRESH BUY FOODS INC,23640,9535,26000,A,6319 S VERNON AVE,60637,WOODLAWN,42,20,17031420700,1.70314E+14,1180379.164,1863120.509,41.77966465,-87.61425094,"(41.7796646515, -87.6142509361)"
GAYTAN GROCERY STORE,85044,81586,3500,B,2802 S KOLIN AVE,60623,SOUTH LAWNDALE,30,22,17031301801,1.70313E+14,1147806.762,1884970.125,41.84030863,-87.73310706,"(41.8403086304, -87.733107059)"
TAI WAH GROCERY,28038,63654,3200,B,2226 S WENTWORTH AVE,60616,ARMOUR SQUARE,34,25,17031841100,1.70318E+14,1175283.353,1889485.208,41.8521272,-87.632144,"(41.8521271977, -87.6321439957)"
ALDI,1922075,5273,16615,A,6621 S COTTAGE GROVE AVE,60637,WOODLAWN,42,5,17031420800,1.70314E+14,1182742.139,1861187.55,41.77430588,-87.60564803,"(41.7743058812, -87.6056480253)"
TREASURE ISLAND FOODS,1319,85291,10001,A,680 N LAKE SHORE DR,60611,NEAR NORTH SIDE,8,42,17031081401,1.70311E+14,1179588.036,1905071.171,41.89479837,-87.61586665,"(41.8947983703, -87.6158666457)"
DISCOUNT MEAT COMPANY,13820,6377,4160,B,339 W 79TH ST,60620,CHATHAM,44,17,17031842400,1.70318E+14,1175247.368,1852518.394,41.75068744,-87.63338093,"(41.7506874405, -87.6333809292)"
ORIENTAL ASIA MARKET INC.,1903198,330517,7500,B,4932 N SHERIDAN RD,60640,UPTOWN,3,46,17031031200,1.7031E+14,1168693.63,1933319.419,41.97255593,-87.65505767,"(41.9725559281, -87.6550576698)"
VIET HOA PLAZA,10540,85532,6174,B,1051 W ARGYLE ST,60640,UPTOWN,3,48,17031031200,1.7031E+14,1168165.756,1933540.492,41.97317401,-87.65699233,"(41.9731740098, -87.6569923349)"
POLONIA FOOD MART,6455,3630,10001,A,1956 W ARMITAGE AVE,60622,LOGAN SQUARE,22,32,17031832300,1.70318E+14,1162748.602,1913344.489,41.91787072,-87.67748062,"(41.9178707156, -87.6774806152)"
ALDI INC #10,14002,5273,15540,A,4501 S PULASKI RD,60632,ARCHER HEIGHTS,57,14,17031570100,1.70316E+14,1150478.906,1874473.041,41.81145154,-87.72357465,"(41.8114515422, -87.7235746544)"
ONE STOP,2032029,352811,2500,B,4401 W MADISON ST,60624,WEST GARFIELD PARK,26,28,17031260500,1.70313E+14,1147026.592,1899610.816,41.88049945,-87.73559596,"(41.8804994508, -87.735595961)"
EL BARRIO GROCERY,42681,16221,10001,A,3938 W NORTH AVE,60647,HUMBOLDT PARK,23,30,17031230400,1.70312E+14,1149716.52,1910383.157,41.91000804,-87.72543846,"(41.9100080401, -87.7254384633)"
AARAY GROCERY,1900,62541,10001,A,2601 N HALSTED ST,60614,LINCOLN PARK,7,43,17031070200,1.70311E+14,1170536.071,1917537.596,41.92920982,-87.64874627,"(41.929209817, -87.648746265)"
BROADWAY SUPERMARKET,50737,17352,15000,A,4879 N BROADWAY,60640,UPTOWN,3,48,17031031200,1.7031E+14,1167467.569,1932805.104,41.97117118,-87.65958098,"(41.9711711808, -87.659580975)"
FOODSMART,46295,16644,3500,B,3415 W DIVERSEY AVE,60647,LOGAN SQUARE,22,35,17031220602,1.70312E+14,1153071.521,1918367.838,41.93185278,-87.71290125,"(41.9318527752, -87.7129012497)"
MORGAN FOOD CORP LLC,1270949,250439,3500,B,6600 S MORGAN ST,60621,ENGLEWOOD,68,17,17031681000,1.70317E+14,1170741.172,1861024.599,41.77412895,-87.649646,"(41.7741289538, -87.6496459973)"
THE PRODUCE CENTER,44723,16464,12000,A,5820 N MILWAUKEE AVE,60646,NORWOOD PARK,10,45,17031100100,1.70311E+14,1135086.809,1938439.547,41.98726964,-87.7785157,"(41.9872696368, -87.7785157048)"
DOMINICKS #2889,2042084,5033,48735,A,5233 N LINCOLN AVE,60625,LINCOLN SQUARE,4,40,17031040202,1.7031E+14,1158559.966,1934822.693,41.9768951,-87.69227967,"(41.9768950984, -87.6922796678)"
ALDI INC.#94,14010,5273,10001,A,6025 S WESTERN AVE,60636,CHICAGO LAWN,66,16,17031835000,1.70318E+14,1161445.945,1864537.237,41.78396584,-87.68362338,"(41.7839658423, -87.6836233778)"
TREASURE ISLAND FOODS,1315,85291,10001,A,2121 N CLYBOURN AVE,60614,LINCOLN PARK,7,43,17031832500,1.70318E+14,1167009.004,1914116.864,41.91989968,-87.66180554,"(41.919899684, -87.6618055364)"
JEWEL FOOD STORE #3296,1392,259,29421,A,7342 W FOSTER AVE,60656,NORWOOD PARK,10,41,17031100500,1.70311E+14,1126189.317,1933745.777,41.97454295,-87.81134688,"(41.9745429477, -87.8113468842)"
THREE R FOOD,1943396,339315,3000,B,2712 W MONTROSE AVE,60618,ALBANY PARK,14,33,17031140800,1.70311E+14,1157408.394,1929156.724,41.96137095,-87.69666935,"(41.961370945, -87.6966693474)"
CERMAK PRODUCE,1476657,273150,15000,A,1711 W CERMAK RD,60608,LOWER WEST SIDE,31,25,17031843200,1.70318E+14,1165248.867,1889420.241,41.85216786,-87.66897504,"(41.8521678636, -87.6689750407)"
CARNICERIA LA AZTECA,1354069,262231,2500,B,7067 N CLARK ST,60626,ROGERS PARK,1,49,17031010702,1.7031E+14,1163376.521,1947274.502,42.01096295,-87.67421466,"(42.0109629527, -87.6742146577)"
WHOLE FOODS MARKET,1678048,86298,19740,A,3640 N HALSTED ST,60613,LAKE VIEW,6,44,17031061000,1.70311E+14,1170228.556,1924572.202,41.9485198,-87.64967012,"(41.948519803, -87.6496701249)"
HONG KONG MARKET,1892499,64229,46300,A,520 W 24TH PL,60616,ARMOUR SQUARE,34,25,17031841100,1.70318E+14,1172894.139,1888048.211,41.84823717,-87.64095553,"(41.8482371659, -87.6409555275)"
JEWEL FOOD STORE #3030,1000572,259,31951,A,7530 S STONY ISLAND AVE,60649,SOUTH SHORE,43,5,17031834200,1.70318E+14,1188080.652,1855220.319,41.75780566,-87.58626826,"(41.7578056585, -87.586268258)"
CERMAK PRODUCE NO.4,69608,21223,17000,A,2701 W NORTH AVE,60647,WEST TOWN,24,26,17031241000,1.70312E+14,1158110.217,1910489.415,41.91013224,-87.69460039,"(41.9101322404, -87.6946003939)"
MUNCHIES ON LARRABEE,2073925,210118,2500,B,1012 N LARRABEE ST,60610,NEAR NORTH SIDE,8,27,17031842200,1.70318E+14,1172113.342,1907214.704,41.90084859,-87.64325554,"(41.9008485875, -87.6432555365)"
ALDI INC STORE #95,14011,5273,37000,A,2333 E 95TH ST,60617,SOUTH DEERING,51,7,17031510300,1.70315E+14,1193541.803,1842389.989,41.72246624,-87.56667305,"(41.722466242, -87.5666730521)"
MI MEXICO GROCERY,1494240,277614,2600,B,2601 W 59TH ST,60629,CHICAGO LAWN,66,16,17031835000,1.70318E+14,1160033.934,1865405.029,41.78637634,-87.68877651,"(41.7863763432, -87.688776514)"
ALDI FOODS STORE #30,14000,5273,14860,A,4030 W WRIGHTWOOD AVE,60639,LOGAN SQUARE,22,31,17031220702,1.70312E+14,1148929.317,1917009.95,41.92820785,-87.72815856,"(41.9282078544, -87.728158558)"
EUROPA GALLERIA INC,1299537,253902,6500,B,340 W SUPERIOR ST,60610,NEAR NORTH SIDE,8,42,17031081800,1.70311E+14,1173771.573,1905338.265,41.89566277,-87.63722072,"(41.8956627719, -87.637220715)"
SAVE-A-LOT   #856,1222884,216203,12000,A,5555 W NORTH AVE,60639,AUSTIN,25,37,17031250700,1.70313E+14,1138898.646,1910041.706,41.90927457,-87.76518779,"(41.9092745667, -87.765187785)"
ANAR INC,31219,14297,10001,A,935 E 79TH ST,60619,CHATHAM,44,8,17031440101,1.70314E+14,1183972.091,1852784.314,41.75121793,-87.60140141,"(41.7512179339, -87.6014014102)"
CLYBOURN MARKET,40522,15968,3500,B,2807 N CLYBOURN AVE,60618,NORTH CENTER,5,1,17031051400,1.70311E+14,1162477.18,1918702.518,41.93257918,-87.67832746,"(41.9325791837, -87.678327456)"
SERRELLI'S FOODS,6981,62794,4000,B,6454 W NORTH AVE,60707,AUSTIN,25,36,17031250500,1.70313E+14,1132926.401,1909986.632,41.9092299,-87.78712882,"(41.909229895, -87.7871288207)"
FOOD 4 LESS,1928152,251246,63506,A,112 W 87TH ST,60620,CHATHAM,44,21,17031842400,1.70318E+14,1176892.365,1847318.001,41.73638005,-87.62750922,"(41.7363800456, -87.627509219)"
DOMINICK'S #153/2153,41678,5033,68000,A,424 W DIVISION ST,60610,NEAR NORTH SIDE,8,27,17031080400,1.70311E+14,1173143.885,1908329.181,41.90388396,-87.6394372,"(41.9038839611, -87.6394372016)"
SUPER JIM'S,37540,33441,4500,B,5147 W DIVISION ST,60651,AUSTIN,25,37,17031251100,1.70313E+14,1141624.102,1907462.596,41.90214722,-87.75523939,"(41.9021472222, -87.7552393884)"
ALDI FOODS -STORE #04,13988,5273,12500,A,800 N KEDZIE AVE,60651,HUMBOLDT PARK,23,27,17031836600,1.70318E+14,1154853.936,1905175.142,41.89561531,-87.70670533,"(41.8956153135, -87.7067053251)"
BUSY BEE SUPERMARKET,1974525,343785,2500,B,5659 S ASHLAND AVE,60636,WEST ENGLEWOOD,67,16,17031670200,1.70317E+14,1166685.292,1866951.277,41.79048002,-87.66434507,"(41.7904800194, -87.6643450657)"
LUCIANO'S GROCERY-18TH ST,1380524,265429,6000,B,1714 W 18TH ST,60608,LOWER WEST SIDE,31,25,17031310800,1.70313E+14,1165111.723,1891492.252,41.85785657,-87.6694196,"(41.8578565675, -87.6694195956)"
CRESPO'S FOOD MART,40132,15902,2800,B,4353 W MADISON ST,60624,WEST GARFIELD PARK,26,28,17031260600,1.70313E+14,1147155.416,1899613.734,41.880505,-87.73512285,"(41.880504995, -87.7351228503)"
ARMITAGE PRODUCE INC,1771323,4469,14340,A,2007 N KIMBALL AVE,60647,LOGAN SQUARE,22,35,17031221100,1.70312E+14,1153421.139,1913162.672,41.91756242,-87.71175511,"(41.9175624189, -87.7117551087)"
RODRIGUEZ FRUITS & VEGETABLE,18231,7487,2626,B,2458 S ST LOUIS AVE,60623,SOUTH LAWNDALE,30,22,17031300700,1.70313E+14,1153392.177,1887204.053,41.84632986,-87.7125514,"(41.8463298609, -87.7125513997)"
JEWEL FOOD STORE #3368,1226337,259,31600,A,550 N STATE ST,60610,NEAR NORTH SIDE,8,42,17031081600,1.70311E+14,1176227.753,1904177.074,41.89242137,-87.62823487,"(41.8924213661, -87.6282348711)"
JEWEL FOOD STORE #3721,1225534,259,49513,A,6107 S ARCHER AVE,60638,GARFIELD RIDGE,56,23,17031560800,1.70316E+14,1137719.73,1868155.8,41.79435485,-87.77052715,"(41.7943548532, -87.7705271521)"
SUPERMERCADO LA CHIQUTIA # 4,49303,89325,10001,A,2623 S PULASKI RD,60623,SOUTH LAWNDALE,30,22,17031301701,1.70313E+14,1150175.895,1886162.497,41.84353489,-87.72438218,"(41.8435348913, -87.7243821794)"
INTERNATIONAL SUPERMARKET INC,16712,6917,7500,B,4556 S ASHLAND AVE,60609,NEW CITY,61,3,17031610400,1.70316E+14,1166403.294,1874268.618,41.81056568,-87.66517052,"(41.8105656774, -87.6651705169)"
WEST LAWN FOODS,1591726,289367,17000,A,5838 S PULASKI RD,60629,WEST ELSDON,62,13,17031620300,1.70316E+14,1150664.381,1865421.229,41.78660841,-87.72313003,"(41.7866084095, -87.7231300289)"
"LA NUEVA IMAGEN GROCERY, INC.",1804216,315282,3000,B,2459 S MILLARD AVE,60623,SOUTH LAWNDALE,30,22,17031300600,1.70313E+14,1152475.401,1887185.507,41.8462971,-87.71591643,"(41.8462971046, -87.7159164295)"
S & T PROVISION CO INC,12173,6018,10001,A,3804 W 111TH ST,60655,MOUNT GREENWOOD,74,19,17031740300,1.70317E+14,1152946.913,1830759.52,41.69144591,-87.7156731,"(41.6914459103, -87.7156731039)"
PARKSHORE MARKET LTD,26464,10858,2860,B,195 N HARBOR DR,60601,LOOP,32,42,17031320100,1.70313E+14,1179687.021,1901930.254,41.88617728,-87.6155996,"(41.8861772806, -87.6155996011)"
CARNICERIA GUANAJUATO,2069477,358374,9325,B,5250 W FULLERTON AVE,60639,BELMONT CRAGIN,19,31,17031190702,1.70312E+14,1140756.18,1915489.208,41.92418915,-87.75822974,"(41.9241891458, -87.7582297412)"
LOS CUATRO HERMANOS GROCERY,7790,62837,10001,A,1858 S ALLPORT ST,60608,LOWER WEST SIDE,31,25,17031310600,1.70313E+14,1168296.854,1890914.221,41.85620222,-87.65774497,"(41.8562022212, -87.6577449724)"
EDDY'S FOOD MART,1879269,324962,4000,B,7575 N ROGERS AVE,60626,ROGERS PARK,1,49,17031010300,1.7031E+14,1164934.279,1950275.478,42.01916463,-87.66839729,"(42.019164625, -87.668397288)"
MAYFAIR MARKET PLACE,1948869,340165,12000,A,4728 N PULASKI RD,60630,ALBANY PARK,14,39,140500,1.70311E+14,1148831.952,1931243.11,41.96726667,-87.72814705,"(41.9672666701, -87.7281470478)"
The Unit,2021618,351168,3500,B,2523 E 75TH ST,60649,SOUTH SHORE,43,7,17031431302,1.70314E+14,1194459.429,1855683.514,41.75892232,-87.56287604,"(41.7589223174, -87.5628760391)"
MOROLEON FOODS #2 INC.,1801622,314329,3025,B,4257 S ROCKWELL ST,60632,BRIGHTON PARK,58,12,17031580700,1.70316E+14,1159787.497,1876115.055,41.81577112,-87.6893859,"(41.8157711158, -87.6893858973)"
SUPERMERCADO GUERRERO,2042000,354339,3800,B,3100 W CERMAK RD,60623,SOUTH LAWNDALE,30,24,17031841700,1.70318E+14,1156013.488,1889256.046,41.85190837,-87.70287599,"(41.8519083675, -87.702875989)"
